id,brand,model,price_pkr,price_usd,ram_gb,storage_gb,processor,display,camera,battery,os,market_status,rating,num_reviews,popularity_score,release_year,rag_content
2989,Honor,Honor 50 Ultra,262999,944.34,3,32,Snapdragon 6 Gen 1,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,6000 mAh (non-removable) with 70W Fast Charging,"Android 14, MagicOS 8.0",Coming Soon,4.1,1121,65.6,2021,"Mobile Model: Honor 50 Ultra
Brand: Honor
Official Price: Rs. 262,999
Status: Coming Soon
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Snapdragon 6 Gen 1
Operating System: Android 14, MagicOS 8.0
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2990,Honor,Honor X9b Prime,97000,348.29,8,256,Helio G36,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,4500 mAh (non-removable) with 25W Fast Charging,Android 12,Available,4.5,63,86.1,2023,"Mobile Model: Honor X9b Prime
Brand: Honor
Official Price: Rs. 97,000
Status: Available
RAM & Storage: 8GB RAM / 256GB Internal Storage
Processor: Helio G36
Operating System: Android 12
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2991,Apple,Apple iPhone XS Max Neo,285999,1026.93,4,128,Apple A17 Pro,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,5000 mAh (non-removable) with 67W Fast Charging,iOS 17,Available,4.5,122,93.3,2023,"Mobile Model: Apple iPhone XS Max Neo
Brand: Apple
Official Price: Rs. 285,999
Status: Available
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Apple A17 Pro
Operating System: iOS 17
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2992,Honor,Honor 200 Lite Plus,147999,531.41,6,64,Snapdragon 6 Gen 1,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 14, MagicOS 8.0",Available,3.6,888,96.5,2025,"Mobile Model: Honor 200 Lite Plus
Brand: Honor
Official Price: Rs. 147,999
Status: Available
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Snapdragon 6 Gen 1
Operating System: Android 14, MagicOS 8.0
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2993,Motorola,Motorola G04 SE,193999,696.59,3,32,Dimensity 7030,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 13, MyUX",Coming Soon,4.3,1078,89.9,2025,"Mobile Model: Motorola G04 SE
Brand: Motorola
Official Price: Rs. 193,999
Status: Coming Soon
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Dimensity 7030
Operating System: Android 13, MyUX
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2994,Vivo,Vivo X90 Pro SE,315999,1134.65,8,128,Helio P35,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe,"Android 12, Funtouch 12",Available,3.6,222,92.1,2021,"Mobile Model: Vivo X90 Pro SE
Brand: Vivo
Official Price: Rs. 315,999
Status: Available
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Helio P35
Operating System: Android 12, Funtouch 12
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe
Source: WhatMobile Pakistan Realtime Catalog"
2995,Infinix,Infinix Note 40 Pro+ 5G 5G,48999,175.94,3,32,Helio G99,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 18W Fast Charging,"Android 14, XOS 14",Available,4.5,1235,77.3,2023,"Mobile Model: Infinix Note 40 Pro+ 5G 5G
Brand: Infinix
Official Price: Rs. 48,999
Status: Available
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Helio G99
Operating System: Android 14, XOS 14
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2996,Honor,Honor X7b SE,209999,754.04,8,256,Dimensity 6080,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 13, MagicOS 7.1",Coming Soon,4.4,869,90.9,2023,"Mobile Model: Honor X7b SE
Brand: Honor
Official Price: Rs. 209,999
Status: Coming Soon
RAM & Storage: 8GB RAM / 256GB Internal Storage
Processor: Dimensity 6080
Operating System: Android 13, MagicOS 7.1
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
2997,Google,Google Pixel 6 5G,88999,319.57,8,512,Snapdragon 855,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5500 mAh (non-removable) with 100W HyperCharge,Android 11,Available,4.8,638,65.0,2024,"Mobile Model: Google Pixel 6 5G
Brand: Google
Official Price: Rs. 88,999
Status: Available
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Snapdragon 855
Operating System: Android 11
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2998,Tecno,Tecno Camon 30 5G Lite,78999,283.66,4,64,Dimensity 8200 Ultimate,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 33W Fast Charging,"Android 12, HIOS 12",Available,3.5,1061,69.7,2022,"Mobile Model: Tecno Camon 30 5G Lite
Brand: Tecno
Official Price: Rs. 78,999
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Dimensity 8200 Ultimate
Operating System: Android 12, HIOS 12
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2999,Tecno,Tecno Camon 30 Ultra,99999,359.06,8,256,Helio G85,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 12, HIOS 12",Available,3.5,310,65.7,2022,"Mobile Model: Tecno Camon 30 Ultra
Brand: Tecno
Official Price: Rs. 99,999
Status: Available
RAM & Storage: 8GB RAM / 256GB Internal Storage
Processor: Helio G85
Operating System: Android 12, HIOS 12
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
3000,itel,itel S23+ Plus,43999,157.99,12,512,MediaTek Helio G91 Ultra,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,5500 mAh (non-removable) with 100W HyperCharge,Android 11,Upcoming,3.8,1112,73.1,2026,"Mobile Model: itel S23+ Plus
Brand: itel
Official Price: Rs. 43,999
Status: Upcoming
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: MediaTek Helio G91 Ultra
Operating System: Android 11
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
3001,Samsung,Samsung Galaxy Note Ultra,399000,1432.68,12,256,Exynos 2400,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 13, One UI 5.1",Available,3.8,935,64.1,2025,"Mobile Model: Samsung Galaxy Note Ultra
Brand: Samsung
Official Price: Rs. 399,000
Status: Available
RAM & Storage: 12GB RAM / 256GB Internal Storage
Processor: Exynos 2400
Operating System: Android 13, One UI 5.1
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
3002,Xiaomi,Xiaomi POCO C65 Lite,209999,754.04,16,1024,Snapdragon 8s Gen 3,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,7000 mAh (non-removable) with 33W Fast Charging,"Android 14, HyperOS",Available,3.8,148,97.6,2022,"Mobile Model: Xiaomi POCO C65 Lite
Brand: Xiaomi
Official Price: Rs. 209,999
Status: Available
RAM & Storage: 16GB RAM / 1TB Internal Storage
Processor: Snapdragon 8s Gen 3
Operating System: Android 14, HyperOS
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
3003,itel,itel S23+ Play,13999,50.27,8,128,Dimensity 6080,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,5400 mAh (non-removable) with 120W FlashCharge,Android 13 (Go Edition),Upcoming,4.8,1055,65.5,2024,"Mobile Model: itel S23+ Play
Brand: itel
Official Price: Rs. 13,999
Status: Upcoming
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Dimensity 6080
Operating System: Android 13 (Go Edition)
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
3004,Huawei,Huawei P60 Pro Prime,432999,1554.75,3,32,Kirin 9000S,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5000 mAh (non-removable) with 18W Fast Charging,EMUI 14.2 / HarmonyOS 4.2,Available,3.8,451,54.9,2023,"Mobile Model: Huawei P60 Pro Prime
Brand: Huawei
Official Price: Rs. 432,999
Status: Available
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Kirin 9000S
Operating System: EMUI 14.2 / HarmonyOS 4.2
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
3005,itel,itel Vision 2 Plus Ultra,31000,111.31,3,32,Unisoc SC9863A,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,6000 mAh (non-removable) with 70W Fast Charging,Android 12,Coming Soon,3.8,222,76.1,2025,"Mobile Model: itel Vision 2 Plus Ultra
Brand: itel
Official Price: Rs. 31,000
Status: Coming Soon
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Unisoc SC9863A
Operating System: Android 12
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
3006,Realme,Realme 12+ 5G v4,194999,700.18,8,256,Snapdragon 7s Gen 2,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 67W Fast Charging,"Android 12, Realme UI 3.0",Available,4.5,763,52.8,2024,"Mobile Model: Realme 12+ 5G v4
Brand: Realme
Official Price: Rs. 194,999
Status: Available
RAM & Storage: 8GB RAM / 256GB Internal Storage
Processor: Snapdragon 7s Gen 2
Operating System: Android 12, Realme UI 3.0
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
3007,OnePlus,OnePlus 11R Pro+,315999,1134.65,12,256,Helio G35,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5500 mAh (non-removable) with 100W HyperCharge,Android 12,Discontinued,4.1,446,55.5,2022,"Mobile Model: OnePlus 11R Pro+
Brand: OnePlus
Official Price: Rs. 315,999
Status: Discontinued
RAM & Storage: 12GB RAM / 256GB Internal Storage
Processor: Helio G35
Operating System: Android 12
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
3008,Motorola,Motorola G24 Power Plus,161999,581.68,6,64,Snapdragon 695,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 33W Fast Charging,"Android 14, Hello UI",Available,4.6,791,60.9,2025,"Mobile Model: Motorola G24 Power Plus
Brand: Motorola
Official Price: Rs. 161,999
Status: Available
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Snapdragon 695
Operating System: Android 14, Hello UI
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
3009,Samsung,Samsung Galaxy Z Flip,292999,1052.06,6,64,Snapdragon 888,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,5000 mAh (non-removable) with 67W Fast Charging,"Android 13, One UI 5.1",Coming Soon,3.5,1242,73.0,2023,"Mobile Model: Samsung Galaxy Z Flip
Brand: Samsung
Official Price: Rs. 292,999
Status: Coming Soon
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Snapdragon 888
Operating System: Android 13, One UI 5.1
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
3010,OnePlus,OnePlus Nord N20 SE v4,104999,377.02,6,64,Snapdragon 8 Gen 3,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,5000 mAh (non-removable) with 18W Fast Charging,Android 12,Upcoming,4.1,450,71.4,2023,"Mobile Model: OnePlus Nord N20 SE v4
Brand: OnePlus
Official Price: Rs. 104,999
Status: Upcoming
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Snapdragon 8 Gen 3
Operating System: Android 12
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
3011,Infinix,Infinix Note 40 Pro SE,48999,175.94,6,128,Dimensity 7020,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 12, XOS 10.6",Available,3.5,677,89.6,2023,"Mobile Model: Infinix Note 40 Pro SE
Brand: Infinix
Official Price: Rs. 48,999
Status: Available
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Dimensity 7020
Operating System: Android 12, XOS 10.6
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
3012,Realme,Realme Note 50 Lite,172999,621.18,8,512,Snapdragon 685,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe,"Android 12, Realme UI 3.0",Available,3.5,1077,86.6,2024,"Mobile Model: Realme Note 50 Lite
Brand: Realme
Official Price: Rs. 172,999
Status: Available
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Snapdragon 685
Operating System: Android 12, Realme UI 3.0
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe
Source: WhatMobile Pakistan Realtime Catalog"
3013,Infinix,Infinix Note 40 Pro Max,79000,283.66,4,64,Helio G88,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5000 mAh (non-removable) with 67W Fast Charging,"Android 13, XOS 13",Discontinued,4.8,422,71.1,2023,"Mobile Model: Infinix Note 40 Pro Max
Brand: Infinix
Official Price: Rs. 79,000
Status: Discontinued
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Helio G88
Operating System: Android 13, XOS 13
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
3014,Infinix,Infinix Zero Ultra,70999,254.93,16,1024,Dimensity 8050,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,5000 mAh (non-removable) with 67W Fast Charging,"Android 12, XOS 10.6",Upcoming,3.6,817,66.5,2023,"Mobile Model: Infinix Zero Ultra
Brand: Infinix
Official Price: Rs. 70,999
Status: Upcoming
RAM & Storage: 16GB RAM / 1TB Internal Storage
Processor: Dimensity 8050
Operating System: Android 12, XOS 10.6
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
3015,Xiaomi,Xiaomi Xiaomi 13T Pro Lite,199999,718.13,4,64,MediaTek Dimensity 7200-Ultra,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 12, MIUI 13",Available,4.2,621,65.7,2023,"Mobile Model: Xiaomi Xiaomi 13T Pro Lite
Brand: Xiaomi
Official Price: Rs. 199,999
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: MediaTek Dimensity 7200-Ultra
Operating System: Android 12, MIUI 13
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
3016,Tecno,Tecno Spark 20 Pro+ Max,55000,197.49,8,512,Dimensity 9000+,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 14, HIOS 14",Upcoming,4.0,438,88.3,2021,"Mobile Model: Tecno Spark 20 Pro+ Max
Brand: Tecno
Official Price: Rs. 55,000
Status: Upcoming
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Dimensity 9000+
Operating System: Android 14, HIOS 14
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
3017,Xiaomi,Xiaomi POCO M6 Pro SE,125999,452.42,4,64,Snapdragon 8 Gen 3,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5000 mAh (non-removable) with 67W Fast Charging,"Android 13, MIUI 14",Coming Soon,3.9,1310,52.6,2025,"Mobile Model: Xiaomi POCO M6 Pro SE
Brand: Xiaomi
Official Price: Rs. 125,999
Status: Coming Soon
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Snapdragon 8 Gen 3
Operating System: Android 13, MIUI 14
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
